Estatus,Nro.Fiscal,IdCliente,Val.aplicado,FechaFac.,FechaPago
Pagado,FCO3459684,136486,30000,21/01/2022,21/01/2022
Pagado,FCO3459685,136940,35700,29/12/2021,29/12/2021
Pagado,FCO3459687,137414,137479,11/01/2022,11/01/2022
Pagado,FCO3459688,137849,598357,14/03/2022,14/03/2022
Pagado,FCO3459689,138045,83300,31/05/2022,31/05/2022
Pagado,FCO3459691,138566,42900,12/01/2022,12/01/2022
Pagado,FCO3459692,138594,124834,18/01/2022,18/01/2022
Pagado,FCO3459693,139297,1007386,12/01/2022,12/01/2022
Pagado,FCO3459695,139440,437920,26/01/2022,26/01/2022
Pagado,FCO3459696,139526,35700,28/12/2021,28/12/2021
Pagado,FCO3459700,139956,694413,14/01/2022,14/01/2022
Pagado,FCO3459701,140043,411222,25/01/2022,25/01/2022
Pagado,FCO3459702,140059,35700,29/12/2021,29/12/2021
Pagado,FCO3459703,140061,41650,19/01/2022,19/01/2022
Pagado,FCO3459706,140444,3,14/03/2022,14/03/2022
Pagado,FCO3459707,140523,32130,05/01/2022,05/01/2022
Pagado,FCO3459708,140620,36938,28/01/2022,28/01/2022
Pagado,FCO3459710,140960,41650,27/01/2022,27/01/2022
Pagado,FCO3459711,141243,274864,04/01/2022,04/01/2022
Pagado,FCO3459712,141377,331527,09/02/2022,09/02/2022
Pagado,FCO3459713,141565,223453,27/05/2022,27/05/2022
Pagado,FCO3459714,141571,83300,17/03/2022,17/03/2022
Pagado,FCO3459715,141651,309081,14/01/2022,14/01/2022
Pagado,FCO3459716,142603,523480,12/01/2022,12/01/2022
Pagado,FCO3459717,142642,347084,17/01/2022,17/01/2022
Pagado,FCO3459718,142981,339086,17/01/2022,17/01/2022
Pagado,FCO3459719,143120,345397,20/01/2022,20/01/2022
Pagado,FCO3459720,143810,54294,07/01/2022,07/01/2022
Pagado,FCO3459721,143857,147187,17/02/2022,17/02/2022
Pagado,FCO3459722,143952,489106,21/01/2022,21/01/2022
Pagado,FCO3459723,144086,4334075,09/02/2022,09/02/2022
Pagado,FCO3459725,144278,1295111,11/01/2022,11/01/2022
Pagado,FCO3459726,144325,239861,13/09/2022,13/09/2022
Pagado,FCO3459727,144359,45398,14/03/2022,14/03/2022
Pagado,FCO3459728,144370,204392,21/01/2022,21/01/2022
Pagado,FCO3459730,144457,1315145,31/01/2022,31/01/2022
Pagado,FCO3459731,144457,1190000,31/01/2022,31/01/2022
Pagado,FCO3459733,144656,41650,21/01/2022,21/01/2022
Pagado,FCO3459734,144733,627956,10/02/2022,10/02/2022
Pagado,FCO3459735,144985,109967,12/01/2022,12/01/2022
Pagado,FCO3459738,145534,1972738,07/01/2022,07/01/2022
Pagado,FCO3459739,145621,34063,12/01/2022,12/01/2022
Pagado,FCO3459740,145852,47914,07/01/2022,07/01/2022
Pagado,FCO3459741,145860,1356600,19/01/2022,19/01/2022
Pagado,FCO3459742,145863,419672,29/12/2021,29/12/2021
Pagado,FCO3459743,146246,1595623,20/01/2022,20/01/2022
Pagado,FCO3459744,146317,1057216,18/01/2022,18/01/2022
Pagado,FCO3459745,146397,531136,27/01/2022,27/01/2022
Pagado,FCO3459747,146700,341612,14/02/2022,14/02/2022
Pagado,FCO3459748,146733,793259,18/01/2022,18/01/2022
Pagado,FCO3459749,146948,134542,17/01/2022,17/01/2022
Pagado,FCO3459750,147122,168300,13/01/2022,13/01/2022
Pagado,FCO3459751,147905,71400,02/02/2022,02/02/2022
Pagado,FCO3459752,147947,37514,19/04/2022,19/04/2022
Pagado,FCO3459753,147976,152099,01/03/2022,01/03/2022
Pagado,FCO3459754,148035,309037,11/03/2022,11/03/2022
Pagado,FCO3459755,148128,345587,13/05/2022,13/05/2022
Pagado,FCO3459756,149114,21420,26/04/2022,26/04/2022
Pagado,FCO3459758,149556,352389,20/01/2022,20/01/2022
Pagado,FCO3459759,149638,74970,22/02/2022,22/02/2022
Pagado,FCO3459760,149889,381787,13/01/2022,13/01/2022
Pagado,FCO3459761,150070,348870,17/02/2022,17/02/2022
Pagado,FCO3459762,150105,240000,14/01/2022,14/01/2022
