Estatus,Nro.Fiscal,IdCliente,Val.aplicado,FechaFac.,FechaPago
Pagado,FPA9000020504,683803,7,01/07/2020,31/08/2021
Pagado,FPA9000020506,684192,50,01/07/2020,31/08/2021
Pagado,FPA9000020507,684357,26,01/07/2020,31/08/2021
Pagado,FPA9000020508,684490,36,01/07/2020,31/08/2021
Pagado,FPA9000020512,685493,12,01/07/2020,31/08/2021
Pagado,FPA9000020513,685685,29,01/07/2020,31/08/2021
Pagado,FPA9000020514,685706,114,01/07/2020,31/08/2021
Pagado,FPA9000020518,685826,23,01/07/2020,31/08/2021
Pagado,FPA9000020520,686258,6,01/07/2020,31/08/2021
Pagado,FPA9000020522,686372,16,01/07/2020,31/08/2021
Pagado,FPA9000020526,687834,15,01/07/2020,31/08/2021
Pagado,FPA9000020527,687988,13,06/07/2020,31/08/2021
Pagado,FPA9000020528,688036,19,01/07/2020,31/01/2022
Pagado,FPA9000020530,689435,78,01/07/2020,31/08/2021
Pagado,FPA9000020532,691507,25,01/07/2020,31/08/2021
Pagado,FPA9000020535,694617,75,01/07/2020,31/08/2021
Pagado,FPA9000020538,694861,58,01/07/2020,31/08/2021
Pagado,FPA9000020539,694881,48,01/07/2020,31/08/2021
Pagado,FPA9000020541,694943,35,01/07/2020,31/08/2021
Pagado,FPA9000020542,694991,47,01/07/2020,31/08/2021
Pagado,FPA9000020546,695098,2,01/07/2020,31/08/2021
Pagado,FPA9000020547,695117,68,01/07/2020,31/01/2022
Pagado,FPA9000020557,1113025,78,01/07/2020,31/01/2022
Pagado,FPA9000020558,1114757,6,01/07/2020,31/08/2021
Pagado,FPA9000020560,4248158,45,01/07/2020,31/08/2021
Pagado,FPA9000020565,4348380,6,01/07/2020,31/08/2021
Pagado,FPA9000020566,4369557,55,01/07/2020,31/01/2022
Pagado,FPA9000020572,4527113,20,01/07/2020,31/01/2022
Pagado,FPA9000020573,4546117,8,01/07/2020,31/08/2021
Pagado,FPA9000020576,4548052,17,01/07/2020,31/08/2021
Pagado,FPA9000020580,4862893,10,01/07/2020,31/08/2021
Pagado,FPA9000020582,4863905,36,01/07/2020,31/08/2021
Pagado,FPA9000020583,4863982,18,01/07/2020,31/08/2021
Pagado,FPA9000020584,4863991,15,01/07/2020,31/08/2021
Pagado,FPA9000020586,4923766,10,01/07/2020,31/08/2021
Pagado,FPA9000020587,4924636,13,01/07/2020,31/08/2021
Pagado,FPA9000020588,4925180,25,01/07/2020,31/08/2021
Pagado,FPA9000020591,4925275,50,01/07/2020,31/08/2021
